"Gene ID","source_id","Organism","Input Ortholog(s)","Gene Name or Symbol"
"CNG04270","CNG04270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03137","N/A"
"CNG04280","CNG04280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03136","N/A"
"CNG04290","CNG04290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03135,CNAG_04710","N/A"
"CNG04300","CNG04300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03134,CNAG_04308","HAD2"
"CNG04310","CNG04310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02834,CNAG_03133,CNAG_03247","ATG2602"
"CNG04320","CNG04320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07712","N/A"
"CNG04330","CNG04330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03130","RHO10"
"CNG04340","CNG04340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03129","N/A"
"CNG04350","CNG04350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03128","N/A"
"CNG04360","CNG04360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03127","N/A"
"CNG04365","CNG04365-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03126","N/A"
"CNG04370","CNG04370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03125","N/A"
"CNG04370","CNG04370-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03125","N/A"
"CNG04380","CNG04380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03124","N/A"
"CNG04390","CNG04390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03123","N/A"
"CNG04410","CNG04410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03121","N/A"
"CNG04420","CNG04420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03120","AGS1"
"CNG04425","CNG04425-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03119","N/A"
"CNG04430","CNG04430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03118","N/A"
"CNG04440","CNG04440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03117","N/A"
"CNG04450","CNG04450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03116","HCM1"
"CNG04460","CNG04460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01071,CNAG_03115,CNAG_06252","FZC46"
"CNG04470","CNG04470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03114","N/A"
"CNG04480","CNG04480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03113","N/A"
"CNG04490","CNG04490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07994","N/A"
"CNG04530","CNG04530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03110","N/A"
"CNG04540","CNG04540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03109","N/A"
"CNG04550","CNG04550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03108","N/A"
"CNG04575","CNG04575-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03107","N/A"
"CNG04580","CNG04580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03106","N/A"
"CNG04600","CNG04600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03104","N/A"
"CNG04610","CNG04610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03103","N/A"
"CNG04620","CNG04620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03102","N/A"
"CNG04630","CNG04630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00284,CNAG_01960,CNAG_03090,CNAG_03101,CNAG_03474,CNAG_03713,CNAG_03719","N/A"
"CNG04650","CNG04650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03100","N/A"
"CNG04660","CNG04660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03099,CNAG_05581","CHS1"
"CNG04670","CNG04670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03098","N/A"
"CNG04675","CNG04675-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03097","N/A"
"CNG04680","CNG04680-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03096","N/A"
"CNG04690","CNG04690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00013,CNAG_00858,CNAG_00860,CNAG_01240,CNAG_02744,CNAG_04084,CNAG_04932,CNAG_06299,CNAG_06703,CNAG_06749,CNAG_06780,CNAG_06784,CNAG_06877,CNAG_06943,CNAG_07412,CNAG_07706,CNAG_07708,CNAG_07754,CNAG_07793,CNAG_07868","N/A"
"CNG04710","CNG04710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00013,CNAG_00858,CNAG_00860,CNAG_01240,CNAG_02744,CNAG_04084,CNAG_04932,CNAG_06299,CNAG_06703,CNAG_06749,CNAG_06780,CNAG_06784,CNAG_06877,CNAG_06943,CNAG_07412,CNAG_07706,CNAG_07708,CNAG_07754,CNAG_07793,CNAG_07868","N/A"
"CNH00010","CNH00010-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00014,CNAG_05334,CNAG_06263,CNAG_06307,CNAG_07312,CNAG_07918","N/A"
"CNH00020","CNH00020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05336","N/A"
"CNH00030","CNH00030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05337","N/A"
"CNH00040","CNH00040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05339","N/A"
"CNH00060","CNH00060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00013,CNAG_00858,CNAG_00860,CNAG_01240,CNAG_02744,CNAG_04084,CNAG_04932,CNAG_06299,CNAG_06703,CNAG_06749,CNAG_06780,CNAG_06784,CNAG_06877,CNAG_06943,CNAG_07412,CNAG_07706,CNAG_07708,CNAG_07754,CNAG_07793,CNAG_07868","N/A"
"CNH00060","CNH00060-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_00013,CNAG_00858,CNAG_00860,CNAG_01240,CNAG_02744,CNAG_04084,CNAG_04932,CNAG_06299,CNAG_06703,CNAG_06749,CNAG_06780,CNAG_06784,CNAG_06877,CNAG_06943,CNAG_07412,CNAG_07706,CNAG_07708,CNAG_07754,CNAG_07793,CNAG_07868","N/A"
"CNH00070","CNH00070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01059,CNAG_01759,CNAG_02479,CNAG_02733,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05340,CNAG_05387,CNAG_06290,CNAG_06521,CNAG_07641","N/A"
"CNH00075","CNH00075-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05341","N/A"
"CNH00080","CNH00080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05342","N/A"
"CNH00090","CNH00090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05343","N/A"
"CNH00100","CNH00100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05344,CNAG_05370","N/A"
"CNH00110","CNH00110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01925,CNAG_07869","N/A"
"CNH00120","CNH00120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07032","N/A"
"CNH00130","CNH00130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07033","N/A"
"CNH00140","CNH00140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05348","CDC42"
"CNH00150","CNH00150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05349","N/A"
"CNH00150","CNH00150-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_05349","N/A"
"CNH00160","CNH00160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05350","N/A"
"CNH00170","CNH00170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05351","PMM1"
"CNH00180","CNH00180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05352","N/A"
"CNH00200","CNH00200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05353","N/A"
"CNH00210","CNH00210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05354","N/A"
"CNH00220","CNH00220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05355","RSP5"
"CNH00230","CNH00230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03519","N/A"
"CNH00235","CNH00235-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05357","N/A"
"CNH00260","CNH00260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05358","N/A"
"CNH00270","CNH00270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05359","N/A"
"CNH00280","CNH00280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05360","MAK5"
"CNH00285","CNH00285-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_08021","N/A"
"CNH00290","CNH00290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_08022","N/A"
"CNH00300","CNH00300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05363","N/A"
"CNH00320","CNH00320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05364","N/A"
"CNH00330","CNH00330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03335,CNAG_05365","N/A"
"CNH00340","CNH00340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05366","N/A"
"CNH00350","CNH00350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05367","N/A"
"CNH00360","CNH00360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07873","N/A"
"CNH00370","CNH00370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05369,CNAG_06931,CNAG_06936,CNAG_06985,CNAG_07707","N/A"
"CNH00380","CNH00380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05344,CNAG_05370","N/A"
"CNH00390","CNH00390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05371","N/A"
"CNH00400","CNH00400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03716,CNAG_05372,CNAG_06346","BLP5"
"CNH00410","CNH00410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05373","N/A"
"CNH00420","CNH00420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05374","N/A"
"CNH00430","CNH00430-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05375","N/A"
"CNH00440","CNH00440-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00862,CNAG_05319,CNAG_05376,CNAG_05383,CNAG_05666","N/A"
"CNH00450","CNH00450-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00097,CNAG_00864,CNAG_00867,CNAG_04552,CNAG_05377,CNAG_05381,CNAG_05667","ITR3"
"CNH00460","CNH00460-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00861,CNAG_04553,CNAG_05378","N/A"
"CNH00470","CNH00470-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05379","N/A"
"CNH00480","CNH00480-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02476,CNAG_04841,CNAG_05380,CNAG_06531,CNAG_07867,CNAG_07977","FZC44"
"CNH00490","CNH00490-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07874","N/A"
"CNH00500","CNH00500-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00862,CNAG_05319,CNAG_05376,CNAG_05383,CNAG_05666","N/A"
"CNH00510","CNH00510-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05384","N/A"
"CNH00520","CNH00520-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05385","COG6"
"CNH00530","CNH00530-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05386","N/A"
"CNH00540","CNH00540-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01059,CNAG_01759,CNAG_02479,CNAG_02733,CNAG_03772,CNAG_04920,CNAG_04931,CNAG_05324,CNAG_05340,CNAG_05387,CNAG_06290,CNAG_06521,CNAG_07641","N/A"
"CNH00550","CNH00550-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05388","N/A"
"CNH00560","CNH00560-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05389","N/A"
"CNH00570","CNH00570-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05390","N/A"
"CNH00580","CNH00580-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05391","N/A"
"CNH00600","CNH00600-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05392","ZAP104"
"CNH00610","CNH00610-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05393","N/A"
"CNH00620","CNH00620-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05394","N/A"
"CNH00630","CNH00630-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05395","VAM6"
"CNH00650","CNH00650-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05396","N/A"
"CNH00660","CNH00660-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05397","N/A"
"CNH00670","CNH00670-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05398","N/A"
"CNH00690","CNH00690-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02558,CNAG_05400","N/A"
"CNH00700","CNH00700-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05401","N/A"
"CNH00710","CNH00710-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05402","N/A"
"CNH00715","CNH00715-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05403","N/A"
"CNH00720","CNH00720-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05404","N/A"
"CNH00730","CNH00730-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05405","N/A"
"CNH00740","CNH00740-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05406","N/A"
"CNH00750","CNH00750-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05407","N/A"
"CNH00760","CNH00760-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05408","N/A"
"CNH00770","CNH00770-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05409","N/A"
"CNH00780","CNH00780-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05410","N/A"
"CNH00780","CNH00780-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_05410","N/A"
"CNH00790","CNH00790-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05411","N/A"
"CNH00795","CNH00795-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05412","N/A"
"CNH00800","CNH00800-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05413","N/A"
"CNH00810","CNH00810-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01192,CNAG_05414","N/A"
"CNH00820","CNH00820-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05415","N/A"
"CNH00830","CNH00830-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05416","N/A"
"CNH00850","CNH00850-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01004,CNAG_08023","N/A"
"CNH00860","CNH00860-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05419","N/A"
"CNH00870","CNH00870-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05420","USV101"
"CNH00870","CNH00870-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_05420","USV101"
"CNH00875","CNH00875-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05421","N/A"
"CNH00890","CNH00890-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05422","N/A"
"CNH00900","CNH00900-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05423","N/A"
"CNH00910","CNH00910-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_01272,CNAG_05424","N/A"
"CNH00920","CNH00920-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05425","N/A"
"CNH00933","CNH00933-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05356,CNAG_05427","N/A"
"CNH00935","CNH00935-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05890","N/A"
"CNH00940","CNH00940-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05428","TAF5"
"CNH00950","CNH00950-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05429","N/A"
"CNH00960","CNH00960-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02790,CNAG_05184,CNAG_05430","N/A"
"CNH00970","CNH00970-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05431","RIM101"
"CNH00990","CNH00990-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00097,CNAG_00864,CNAG_00867,CNAG_04552,CNAG_05377,CNAG_05381,CNAG_05667","ITR3C"
"CNH01020","CNH01020-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05432","N/A"
"CNH01030","CNH01030-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05434","N/A"
"CNH01035","CNH01035-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05435","N/A"
"CNH01040","CNH01040-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05437","EGD1"
"CNH01050","CNH01050-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05438","N/A"
"CNH01060","CNH01060-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04272,CNAG_05439","N/A"
"CNH01070","CNH01070-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05440","N/A"
"CNH01080","CNH01080-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00936,CNAG_05441","N/A"
"CNH01090","CNH01090-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05442","N/A"
"CNH01100","CNH01100-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00154,CNAG_01112,CNAG_02758,CNAG_04313,CNAG_05444","N/A"
"CNH01110","CNH01110-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05445","N/A"
"CNH01120","CNH01120-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05446","N/A"
"CNH01130","CNH01130-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05447","N/A"
"CNH01135","CNH01135-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07876,CNAG_07877","N/A"
"CNH01140","CNH01140-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00306,CNAG_05449","CMT1"
"CNH01150","CNH01150-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05450,CNAG_05454","N/A"
"CNH01150","CNH01150-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_05450,CNAG_05454","N/A"
"CNH01160","CNH01160-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05452","N/A"
"CNH01165","CNH01165-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05451","N/A"
"CNH01170","CNH01170-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05455","N/A"
"CNH01180","CNH01180-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05456","N/A"
"CNH01190","CNH01190-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05457","N/A"
"CNH01200","CNH01200-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02860,CNAG_04874,CNAG_04876,CNAG_05458","N/A"
"CNH01210","CNH01210-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02777,CNAG_05459","N/A"
"CNH01220","CNH01220-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_02738,CNAG_05460,CNAG_05744","N/A"
"CNH01230","CNH01230-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05461","N/A"
"CNH01240","CNH01240-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05462","N/A"
"CNH01250","CNH01250-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05463","N/A"
"CNH01260","CNH01260-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05464","N/A"
"CNH01270","CNH01270-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05465","GIB2"
"CNH01273","CNH01273-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_08025","N/A"
"CNH01275","CNH01275-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05466","N/A"
"CNH01277","CNH01277-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05467","N/A"
"CNH01280","CNH01280-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05468","N/A"
"CNH01290","CNH01290-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05469","HRD1"
"CNH01300","CNH01300-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05470,CNAG_06533","N/A"
"CNH01310","CNH01310-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05471","N/A"
"CNH01320","CNH01320-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07878","N/A"
"CNH01330","CNH01330-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05472","SPO11"
"CNH01340","CNH01340-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05473","N/A"
"CNH01345","CNH01345-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_00878,CNAG_03896,CNAG_07450","N/A"
"CNH01350","CNH01350-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07879,CNAG_07880","N/A"
"CNH01360","CNH01360-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05475","N/A"
"CNH01365","CNH01365-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05476","N/A"
"CNH01370","CNH01370-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05477","N/A"
"CNH01380","CNH01380-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05478","N/A"
"CNH01390","CNH01390-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_04774,CNAG_05479","N/A"
"CNH01400","CNH01400-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_03769,CNAG_05480","HXK1"
"CNH01400","CNH01400-t26_2","Cryptococcus neoformans var. neoformans JEC21","CNAG_03769,CNAG_05480","HXK1"
"CNH01403","CNH01403-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_07881","N/A"
"CNH01405","CNH01405-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05482","N/A"
"CNH01410","CNH01410-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05483","N/A"
"CNH01420","CNH01420-t26_1","Cryptococcus neoformans var. neoformans JEC21","CNAG_05484","N/A"
